source name	characteristics[Row]	characteristics[Column]	characteristics[Sample]	characteristics[Source Vial]	characteristics[Position]	characteristics[Inj Vol]	characteristics[Instrument Method]	characteristics[Path]	characteristics[File Name]	characteristics[organism]	characteristics[organism part]	characteristics[plate]	characteristics[project]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	Material type	assay name	technology type	comment[data file]	comment[file uri]	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[fractionation method]	comment[technical replicate]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ProteomeEdge]	factor value[Sample]
PRM_20260312_Project_ALS_Plate5_D3	D	3	ALS_samples	39	RD3	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_D3	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 423	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_D3.raw	PRM_20260312_Project_ALS_Plate5_D3.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_D4	D	4	ALS_samples	40	RD4	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_D4	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 424	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_D4.raw	PRM_20260312_Project_ALS_Plate5_D4.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_D5	D	5	ALS_samples	41	RD5	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_D5	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 425	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_D5.raw	PRM_20260312_Project_ALS_Plate5_D5.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_D6	D	6	ALS_samples	42	RD6	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_D6	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 426	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_D6.raw	PRM_20260312_Project_ALS_Plate5_D6.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_D7	D	7	ALS_samples	43	RD7	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_D7	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 427	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_D7.raw	PRM_20260312_Project_ALS_Plate5_D7.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_D8	D	8	ALS_samples	44	RD8	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_D8	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 428	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_D8.raw	PRM_20260312_Project_ALS_Plate5_D8.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_D9	D	9	ALS_samples	45	RD9	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_D9	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 429	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_D9.raw	PRM_20260312_Project_ALS_Plate5_D9.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_D10	D	10	AD_4	46	RD10	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_D10	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 430	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_D10.raw	PRM_20260312_Project_ALS_Plate5_D10.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	AD_4
PRM_20260312_Project_ALS_Plate5_D11	D	11	Control	47	RD11	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_D11	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 431	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_D11.raw	PRM_20260312_Project_ALS_Plate5_D11.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	Control
PRM_20260312_Project_ALS_Plate5_D12	D	12	Control	48	RD12	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_D12	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 432	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_D12.raw	PRM_20260312_Project_ALS_Plate5_D12.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	Control
PRM_20260312_Project_ALS_Plate5_E1	E	1	ALS_samples	49	RE1	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_E1	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 433	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_E1.raw	PRM_20260312_Project_ALS_Plate5_E1.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_E2	E	2	ALS_samples	50	RE2	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_E2	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 434	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_E2.raw	PRM_20260312_Project_ALS_Plate5_E2.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_E3	E	3	ALS_samples	51	RE3	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_E3	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 435	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_E3.raw	PRM_20260312_Project_ALS_Plate5_E3.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_E4	E	4	ALS_samples	52	RE4	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_E4	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 436	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_E4.raw	PRM_20260312_Project_ALS_Plate5_E4.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_E5	E	5	ALS_samples	53	RE5	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_E5	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 437	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_E5.raw	PRM_20260312_Project_ALS_Plate5_E5.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_E6	E	6	ALS_samples	54	RE6	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_E6	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 438	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_E6.raw	PRM_20260312_Project_ALS_Plate5_E6.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_E7	E	7	ALS_samples	55	RE7	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_E7	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 439	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_E7.raw	PRM_20260312_Project_ALS_Plate5_E7.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_E8	E	8	ALS_samples	56	RE8	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_E8	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 440	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_E8.raw	PRM_20260312_Project_ALS_Plate5_E8.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_E9	E	9	ALS_samples	57	RE9	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_E9	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 441	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_E9.raw	PRM_20260312_Project_ALS_Plate5_E9.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_E10	E	10	Control	58	RE10	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_E10	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 442	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_E10.raw	PRM_20260312_Project_ALS_Plate5_E10.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	Control
PRM_20260312_Project_ALS_Plate5_E11	E	11	AD_4	59	RE11	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_E11	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 443	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_E11.raw	PRM_20260312_Project_ALS_Plate5_E11.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	AD_4
PRM_20260312_Project_ALS_Plate5_E12	E	12	Control	60	RE12	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_E12	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 444	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_E12.raw	PRM_20260312_Project_ALS_Plate5_E12.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	Control
PRM_20260312_Project_ALS_Plate5_F1	F	1	ALS_samples	61	RF1	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_F1	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 445	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_F1.raw	PRM_20260312_Project_ALS_Plate5_F1.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_F2	F	2	ALS_samples	62	RF2	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_F2	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 446	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_F2.raw	PRM_20260312_Project_ALS_Plate5_F2.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_F3	F	3	ALS_samples	63	RF3	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_F3	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 447	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_F3.raw	PRM_20260312_Project_ALS_Plate5_F3.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_F4	F	4	ALS_samples	64	RF4	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_F4	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 448	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_F4.raw	PRM_20260312_Project_ALS_Plate5_F4.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
PRM_20260312_Project_ALS_Plate5_F5	F	5	ALS_samples	65	RF5	0.1	C:\Xcalibur\methods\method1	C:\data\yourdir	PRM_20260312_Project_ALS_Plate5_F5	Homo sapiens	blood plasma	Plate5	Project_ALS	not available	not available	not available	not available	not available	not available	not available	not available	1	AC=EFO:0009656;NT=plasma	run 449	proteomic profiling by mass spectrometry	PRM_20260312_Project_ALS_Plate5_F5.raw	PRM_20260312_Project_ALS_Plate5_F5.raw	NT=Parallel Reaction Monitoring;AC=MS:1002956	AC=MS:1002038;NT=label free sample	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1001251;NT=Trypsin	not available	NT=Stellar;AC=MS:1003409	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Higher-energy Collisional Dissociation;AC=MS:1000422	27 NCE	40 ppm	0.05 Da	24001	ALS_samples
